GeoID,GO,Ave Eelgrass ,Ave Bare,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp101681_c0_seq2,phosphatidylserine biosynthetic process [GO:0006659]; phospholipid biosynthetic process [GO:0008654],0.000632,0.000439,GO:0006659,GO:0008654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp101771_c0_seq1,,0.001693,0.00137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp101984_c0_seq1,"actin cytoskeleton organization [GO:0030036]; cytokinesis [GO:0000910]; establishment of cell polarity [GO:0030010]; G-protein coupled receptor signaling pathway [GO:0007186]; movement of cell or subcellular component [GO:0006928]; positive regulation of apoptotic process [GO:0043065]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell growth [GO:0001558]; regulation of Rho protein signal transduction [GO:0035023]; regulation of small GTPase mediated signal transduction [GO:0051056]; Rho protein signal transduction [GO:0007266]; striated muscle contraction [GO:0006941]",0.002277,0.003452,GO:0030036,GO:0000910,GO:0030010,GO:0007186,GO:0006928,GO:0043065,GO:0045893,GO:0001558,GO:0035023,GO:0051056,GO:0007266,GO:0006941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp101984_c1_seq1,regulation of Rho protein signal transduction [GO:0035023],0.001889,0.001929,GO:0035023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp101998_c0_seq1,,0.002982,0.002445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102255_c0_seq1,adaptive immune response [GO:0002250]; B cell receptor signaling pathway [GO:0050853]; cell differentiation [GO:0030154]; Fc-epsilon receptor signaling pathway [GO:0038095]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; intracellular signal transduction [GO:0035556]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; protein phosphorylation [GO:0006468]; regulation of cell proliferation [GO:0042127]; regulation of platelet activation [GO:0010543]; tissue regeneration [GO:0042246]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169],0.000878,0.000816,GO:0002250,GO:0050853,GO:0030154,GO:0038095,GO:0045087,GO:0007229,GO:0035556,GO:0038083,GO:0018108,GO:0050731,GO:0006468,GO:0042127,GO:0010543,GO:0042246,GO:0007169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102256_c1_seq1,cellular response to DNA damage stimulus [GO:0006974]; double-strand break repair [GO:0006302]; histone monoubiquitination [GO:0010390]; protein polyubiquitination [GO:0000209],0.008262,0.004115,GO:0006974,GO:0006302,GO:0010390,GO:0000209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102288_c0_seq1,microtubule-based process [GO:0007017],0.191852,0.195557,GO:0007017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102323_c2_seq1,cell proliferation [GO:0008283]; pyridoxal 5'-phosphate salvage [GO:0009443]; vitamin B6 metabolic process [GO:0042816],0.015941,0.02425,GO:0008283,GO:0009443,GO:0042816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102323_c2_seq2,hyperosmotic salinity response [GO:0042538]; pyridoxal 5'-phosphate salvage [GO:0009443]; pyridoxine biosynthetic process [GO:0008615]; trichoblast differentiation [GO:0010054],0.015941,0.02425,GO:0042538,GO:0009443,GO:0008615,GO:0010054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102414_c0_seq1,protein folding [GO:0006457],0.002501,0.002666,GO:0006457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102745_c0_seq1,,0.026847,0.023614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102812_c0_seq2,positive regulation of lipid biosynthetic process [GO:0046889],0.002942,0.003916,GO:0046889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102812_c0_seq3,nodulation [GO:0009877],0.000708,0.001548,GO:0009877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp102853_c1_seq1,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; calcium ion transport [GO:0006816]; equilibrioception [GO:0050957]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; inner ear receptor stereocilium organization [GO:0060122]; locomotory behavior [GO:0007626]; photoreceptor cell maintenance [GO:0045494]; regulation of cytosolic calcium ion concentration [GO:0051480]; response to stimulus [GO:0050896]; sensory perception of light stimulus [GO:0050953]; sensory perception of sound [GO:0007605]; visual perception [GO:0007601],0.007557,0.008605,GO:0016339,GO:0006816,GO:0050957,GO:0007156,GO:0060122,GO:0007626,GO:0045494,GO:0051480,GO:0050896,GO:0050953,GO:0007605,GO:0007601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103010_c0_seq1,abscission [GO:0009838]; adipose tissue development [GO:0060612]; cell division [GO:0051301]; lipid particle organization [GO:0034389]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of collateral sprouting in absence of injury [GO:0048698]; neuromuscular process [GO:0050905]; regulation of mitochondrial membrane potential [GO:0051881],0.001092,0.000915,GO:0009838,GO:0060612,GO:0051301,GO:0034389,GO:0030514,GO:0048698,GO:0050905,GO:0051881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103222_c0_seq1,insulin secretion involved in cellular response to glucose stimulus [GO:0035773]; neurotransmitter secretion [GO:0007269],0.00121,0.001517,GO:0035773,GO:0007269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103293_c0_seq1,bone resorption [GO:0045453]; cell surface receptor signaling pathway [GO:0007166]; negative regulation of apoptotic process [GO:0043066]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of receptor-mediated endocytosis [GO:0048260]; protein phosphorylation [GO:0006468]; protein ubiquitination involved in ubiquitin-dependent protein catabolic process [GO:0042787],0.006201,0.006426,GO:0045453,GO:0007166,GO:0043066,GO:0042059,GO:0014068,GO:0048260,GO:0006468,GO:0042787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103336_c1_seq2,apoptotic process [GO:0006915]; cell cycle [GO:0007049]; cellular response to angiotensin [GO:1904385]; defense response to bacterium [GO:0042742]; intracellular signal transduction [GO:0035556]; negative regulation of actin filament polymerization [GO:0030837]; negative regulation of filopodium assembly [GO:0051490]; negative regulation of glial cell apoptotic process [GO:0034351]; negative regulation of platelet aggregation [GO:0090331]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of superoxide anion generation [GO:0032930],0.041151,0.043995,GO:0006915,GO:0007049,GO:1904385,GO:0042742,GO:0035556,GO:0030837,GO:0051490,GO:0034351,GO:0090331,GO:0018105,GO:0032930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103336_c1_seq3,intracellular signal transduction [GO:0035556]; peptidyl-serine phosphorylation [GO:0018105]; protein phosphorylation [GO:0006468],0.025232,0.021336,GO:0035556,GO:0018105,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103336_c1_seq4,actin cytoskeleton organization [GO:0030036]; actin cytoskeleton reorganization [GO:0031532]; actomyosin structure organization [GO:0031032]; cell migration [GO:0016477]; intracellular signal transduction [GO:0035556]; protein phosphorylation [GO:0006468],0.021423,0.02624,GO:0030036,GO:0031532,GO:0031032,GO:0016477,GO:0035556,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103523_c0_seq2,DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; double-strand break repair [GO:0006302]; lagging strand elongation [GO:0006273]; positive regulation of DNA ligation [GO:0051106]; protein ADP-ribosylation [GO:0006471]; protein localization to site of double-strand break [GO:1990166]; regulation of mitotic spindle organization [GO:0060236]; telomere maintenance [GO:0000723],0.154338,0.144306,GO:0051103,GO:0006281,GO:0006302,GO:0006273,GO:0051106,GO:0006471,GO:1990166,GO:0060236,GO:0000723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103578_c0_seq3,histidine catabolic process to glutamate and formamide [GO:0019556]; histidine catabolic process to glutamate and formate [GO:0019557]; tetrahydrofolate interconversion [GO:0035999],0.072844,0.089122,GO:0019556,GO:0019557,GO:0035999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103610_c0_seq1,calcium ion export from cell [GO:1990034]; calcium ion import into cell [GO:1990035]; calcium ion transport into cytosol [GO:0060402]; cell communication [GO:0007154]; cellular response to cAMP [GO:0071320]; cellular response to hypoxia [GO:0071456]; hematopoietic progenitor cell differentiation [GO:0002244]; learning [GO:0007612]; long-term synaptic potentiation [GO:0060291]; memory [GO:0007613]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transport [GO:0006851]; myelination [GO:0042552]; oligodendrocyte differentiation [GO:0048709]; regulation of skeletal muscle contraction [GO:0014819]; sodium ion transport [GO:0006814]; telencephalon development [GO:0021537],0.02631,0.037073,GO:1990034,GO:1990035,GO:0060402,GO:0007154,GO:0071320,GO:0071456,GO:0002244,GO:0007612,GO:0060291,GO:0007613,GO:0051560,GO:0006851,GO:0042552,GO:0048709,GO:0014819,GO:0006814,GO:0021537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp103927_c0_seq1,,0.034383,0.03182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104060_c0_seq1,fatty acid beta-oxidation [GO:0006635]; fatty acid beta-oxidation using acyl-CoA dehydrogenase [GO:0033539]; lipid homeostasis [GO:0055088],0.013381,0.010326,GO:0006635,GO:0033539,GO:0055088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104174_c0_seq1,chaperone-mediated protein folding [GO:0061077]; protein peptidyl-prolyl isomerization [GO:0000413],0.058994,0.064388,GO:0061077,GO:0000413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104555_c1_seq1,,0.001743,0.000422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104632_c0_seq1,regulation of Wnt signaling pathway [GO:0030111]; Rho protein signal transduction [GO:0007266],0.010579,0.009853,GO:0030111,GO:0007266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104635_c0_seq1,,0.004956,0.005848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104720_c0_seq1,pyrimidine nucleobase metabolic process [GO:0006206]; pyrimidine nucleoside metabolic process [GO:0006213]; pyrimidine nucleotide metabolic process [GO:0006220],0.002592,0.003254,GO:0006206,GO:0006213,GO:0006220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104793_c0_seq1,cell projection organization [GO:0030030],0.003942,0.003537,GO:0030030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104868_c0_seq1,granulosa cell differentiation [GO:0060014]; luteinization [GO:0001553]; ovarian follicle development [GO:0001541]; proteolysis [GO:0006508],0.002885,0.00393,GO:0060014,GO:0001553,GO:0001541,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp104902_c0_seq3,cilium assembly [GO:0042384]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; outer dynein arm assembly [GO:0036158]; sperm motility [GO:0030317],0.042153,0.04741,GO:0042384,GO:0003341,GO:0007368,GO:0007507,GO:0021670,GO:0036158,GO:0030317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105391_c0_seq1,,0.108541,0.104943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105634_c1_seq1,,0.00785,0.008658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105705_c0_seq1,metabolic process [GO:0008152],0.055217,0.061089,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105830_c0_seq1,regulation of neurogenesis [GO:0050767],0.011807,0.007273,GO:0050767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105871_c1_seq1,homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156],0.010101,0.013871,GO:0007156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105872_c0_seq2,,0.020279,0.021091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105922_c1_seq1,,0.055961,0.085734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp105966_c0_seq1,"axon guidance [GO:0007411]; axonogenesis [GO:0007409]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; dendrite development [GO:0016358]; dendrite morphogenesis [GO:0048813]; dendrite self-avoidance [GO:0070593]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; establishment of tissue polarity [GO:0007164]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; morphogenesis of a polarized epithelium [GO:0001738]; mushroom body development [GO:0016319]; negative regulation of Notch signaling pathway [GO:0045746]; negative regulation of Wnt signaling pathway [GO:0030178]; ommatidial rotation [GO:0016318]; positive regulation of axon extension [GO:0045773]; positive regulation of axon guidance [GO:1902669]; positive regulation of Wnt signaling pathway [GO:0030177]; R3/R4 cell fate commitment [GO:0007464]; R3/R4 development [GO:0048057]; regulation of axonogenesis [GO:0050770]; regulation of establishment of planar polarity [GO:0090175]; regulation of synapse assembly [GO:0051963]; regulation of tube length, open tracheal system [GO:0035159]; segment polarity determination [GO:0007367]; sensory perception of pain [GO:0019233]; signal transduction [GO:0007165]; Wnt signaling pathway [GO:0016055]",0.000427,0.001931,GO:0007411,GO:0007409,GO:0016339,GO:0016358,GO:0048813,GO:0070593,GO:0042067,GO:0001736,GO:0007164,GO:0007156,GO:0001738,GO:0016319,GO:0045746,GO:0030178,GO:0016318,GO:0045773,GO:1902669,GO:0030177,GO:0007464,GO:0048057,GO:0050770,GO:0090175,GO:0051963,GO:0035159,GO:0007367,GO:0019233,GO:0007165,GO:0016055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp106286_c0_seq1,fatty acid beta-oxidation using acyl-CoA oxidase [GO:0033540]; fatty acid oxidation [GO:0019395]; generation of precursor metabolites and energy [GO:0006091]; lipid metabolic process [GO:0006629]; prostaglandin metabolic process [GO:0006693],0.00078,0.001632,GO:0033540,GO:0019395,GO:0006091,GO:0006629,GO:0006693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp106341_c0_seq1,cell morphogenesis involved in differentiation [GO:0000904]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; negative regulation of dendrite development [GO:2000171]; neuron migration [GO:0001764]; retina layer formation [GO:0010842],0.005213,0.007031,GO:0000904,GO:0007156,GO:2000171,GO:0001764,GO:0010842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comp106375_c1_seq1,,0.002219,0.003845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
